rate,customer_review,reply
FIVE,"Good eats","Thank you for your kind words! We are thrilled to hear that you enjoyed your topokki and bibimbap. At our restaurant, we strive to provide our customers with the best Korean food experience possible. We look forward to seeing you again soon!"
FIVE,"Amazing place","We are delighted to hear that you enjoyed our spicy seafood ramen! We take great pride in providing our customers with the best quality, delicious food. We are so glad that you chose Witch Topokki in Flushing and hope to see you again soon!"
FIVE,"Great food and drinking, amazing customer services","Thank you for your wonderful review! We are thrilled to hear that you enjoyed our food and service. Your feedback is very important to us and we always strive to provide the best experience for our customers. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to rate The Qui Korean BBQ & BAR in Chantilly. We are delighted to hear that you had a positive experience and we appreciate your kind words. We hope to see you again soon!"
FIVE,"no comment","Thank you so much for your 5-star rating of 9292 Shabu in Duluth! We are delighted that you had such a wonderful experience and are grateful for your kind words. We hope to see you again soon!"
FIVE,"Affordable lunch specials. Food is great and fresh","Thank you for your kind review! We are so pleased to hear that you enjoyed our lunch specials and that the food was fresh. It is our aim to provide the highest quality food and service to our customers, and we are delighted that you had a great experience. We look forward to seeing you again soon!"
FIVE,"Excellent food and service!!","Thank you for your kind words! We are thrilled that you enjoyed our food and service. We strive to provide an exceptional experience for all our customers, and we are delighted that we could do that for you. We look forward to seeing you again soon!"
FIVE,"The food was incredible and our server Jacob was fantastic!! Love this place!","Thank you for your kind words! We are delighted that you enjoyed the food and service and that Jacob was able to make your experience so enjoyable. We appreciate your feedback and look forward to seeing you again soon!"
FIVE,"So so delicious!! Jacob was such a great server. Thanks!! Perfect date night.","Thank you so much for your kind words! We are delighted that you enjoyed your meal and that Jacob provided you with excellent service. We hope you had a wonderful date night and we look forward to seeing you again soon!"
FIVE,"Jacob was super nice and checked on us frequently! It was a great dinner :)","Thank you for your kind words! We are delighted to hear that Jacob provided you with excellent service and that you enjoyed your dinner. It is our mission to ensure that all of our guests have a wonderful and memorable experience, and we are so happy that we could make that happen for you. We hope to see you again soon!"
FIVE,"Jacob was an amazing waiter. He provided great service and the food was amazing.","Thank you so much for your kind words about Jacob and for sharing your experience with us. We are delighted to hear that you enjoyed the food and service. Our goal is to always provide the best experience for our customers and we are thrilled that we were able to do that for you. We really appreciate you taking the time to share your experience with us."
FIVE,"Jacob was are server. Amazing service very friendly! will definitely be coming back","Thank you for your kind words! We are delighted to hear that Jacob was able to provide you with such amazing service and that you plan to return. We can't wait to see you again soon!"
FIVE,Amazing,"Thank you so much for your kind words! We are delighted to hear that you enjoyed your meal and the service you received. We strive to ensure that our guests have an excellent experience each time they visit us. We look forward to welcoming you back soon!"
FIVE,"Jacob was awesome. He was fast and friendly. Will be coming back again!!","Thank you for your wonderful feedback! We are delighted to hear that Jacob provided you with an outstanding experience. We can't wait to welcome you back soon!"
FIVE,"Great food and atmosphere every time! Jacob is so welcoming and attentive. Definitely coming back soon! 😋","Thank you for your kind words! We are delighted that you have had a wonderful experience with us each time you have visited. Jacob is a fantastic member of our team and we are thrilled that he was able to make your experience even more enjoyable. We hope to see you again soon!"
FIVE,"Jacob was the best! First time coming here with friends and it was amazing! Amazing food, even more amazing service! He made sure we were properly acquainted and well taken care of. Would 10/10 recommend here and the server. Will be back in the near future.","Thank you for your wonderful feedback! We are delighted to hear that you had a great experience with Jacob and enjoyed the food. We hope to have the pleasure of seeing you again soon!"
FIVE,"I had a great time at Iron Age! The atmosphere was great, the food was amazing and our server, Jacob was friendly and helpful! Definitely coming back to this location 👍🏽","Thank you for the kind words! We are delighted to hear that you enjoyed your experience at Iron Age Halcyon in Alpharetta. Our team works hard to ensure that our guests have the best atmosphere and food, and it's wonderful to hear that Jacob was able to make your experience even more enjoyable. We look forward to seeing you again soon!"
FIVE,"Amazing food and service","Thank you for your positive feedback! We are delighted to hear that you enjoyed your experience at KIMGANAE in Flushing. It is our goal to provide the best food and service, and we are thrilled that we have achieved this for you. We hope to see you again soon!"
FIVE,"My favorite bagel shop! 🙌🙌🙌","Thank you for your kind words! We are delighted that you enjoy visiting Kinnelon Bagels in Kinnelon. We take great pride in providing delicious bagels and creating a pleasant atmosphere for our customers. We hope to see you again soon!"
FIVE,"tasty food with great service! jacob is very attentive and friendly.","Thank you for your kind words! We are delighted to hear that you enjoyed your experience at Iron Age Halcyon in Alpharetta. Jacob is an invaluable member of our team and we are thrilled that he was able to provide you with outstanding service. We look forward to welcoming you back again soon!"
FIVE,"This was my first time at Iron Age and Jacob was absolutely best. Very friendly and knowledgeable. Definitely recommending and returning. 😝","Thank you for your kind words! We are delighted that you had a wonderful experience with Jacob. We hope to see you again soon!"
FIVE,"I came here with 3 others and we had such a great time! They have a wide variety of ingredients and you will definitely be able to eat your fill. The staff are so helpful and kind as well!","Thank you for the lovely review! We are so pleased that you and your friends had a wonderful time with us. We are committed to providing a variety of ingredients and a friendly, helpful staff so that everyone can have a great experience. We hope to welcome you back soon!"
FIVE,"the food was so good! lots of options and a very fun date night. waiter was super helpful and nice.","Thank you for your kind words! We are delighted to hear that you had a great experience at Witch Topokki in Flushing. Our team strives to provide the best customer service and a pleasant atmosphere for all of our guests. We look forward to seeing you again soon!"
FIVE,"Love coming here! 10/10, great customer service and environment!!!","Thank you for your kind words! We are delighted that you enjoy coming to Witch Topokki in Flushing. We work hard to provide excellent customer service and create a welcoming atmosphere for all of our guests. We hope to see you again soon!"
FIVE,"Loved eating there, had a blast. They had such a large variety of tteok (rice cakes) and vegetables to choose from. Definitely loved all of the ttwigim (fried foods? fried assortment?), surprisingly the chicken wings were amaztacular. The bathroom was clean, servers were nice, instructions were easy to understand, food was delicious, and I still haven't gotten around to trying everything since there was such a big selection !! Love love loved it, would 100% go back again.","Thank you for your kind words! We are so pleased to hear that you had a great experience with us. We strive to provide a wide selection of tteok and vegetables for our customers and we are thrilled that you enjoyed our ttwigim and chicken wings. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for your kind words and for rating our business with 5 stars! We are so grateful for your feedback and support, and we can't wait to serve you again soon."
FIVE,"no comment","Thank you so much for taking the time to rate Witch Topokki in Flushing with 5 stars. We truly appreciate your kind words and your continued support. We can't wait to serve you again soon!"
FIVE,"no comment","Thank you so much for giving us 5 stars! We are so appreciative of your support and are committed to providing the best service and food quality. We hope to see you again soon!"
FIVE,"no comment","Wow, thank you for the amazing review, Vincent Chen! We're thrilled to hear that you had such a great time at Witch Topokki. Can't wait to see you again!"
FIVE,"Great experience. Very delicious food for an amazing price. I would definitely recommend!","Thank you for your wonderful feedback! We are delighted to hear that you had an enjoyable experience and that you enjoyed our delicious food. We are committed to providing our customers with the highest quality food and service at an unbeatable price. We hope to see you again soon!"
FIVE,"Very nice staff, good food. Will come again:)","Thank you for the wonderful feedback! We are delighted that you had a great experience with us and we hope to see you again soon!"
FIVE,"Great service, great food. What a fun idea!","Thank you for your kind words! We are delighted to hear that you had a great experience with us. We work hard to provide the best food and service to all of our customers, and we are so pleased that we were able to make your experience a positive one. We look forward to seeing you again soon!"
FIVE,"Super welcoming staff and the food has the right spice level. Definitely recommend!","Thank you for your wonderful review! We are delighted that you had such a great experience at Witch Topokki in Flushing. Our goal is to ensure that all of our customers have the best possible experience, and we are so glad that you did! We look forward to seeing you again soon!"
FIVE,"Really nice experience to make your own noodles and they teach you as well. Def would recommend. They also have vegi options","Thank you for your kind words! We are thrilled to hear that you enjoyed making your own noodles and that you found our vegetarian options to be satisfactory. We can't wait to have you back again soon!"
ONE,"We called the restaurant the lady that answered our call said no reservation but she said it's not busy so we can come at 7:30pm when we arrived it's very busy and she said we needed to wait for another 20 mins. Coz no table available !!! Bad customer service","We are truly sorry for the inconvenience you experienced. We take pride in providing our customers with the highest level of customer service and we are deeply sorry that we did not meet your expectations. Our staff is doing their utmost to ensure that all our customers receive fast and friendly service. We would be grateful if you would give us another opportunity to make it up to you."
FIVE,"Incredible food and service. Great atmosphere as well.","Thank you for your kind words! We are overjoyed to hear that you enjoyed our food, service, and atmosphere. Providing the best possible experience for our guests is our top priority and we are delighted that we could do that for you. We truly appreciate your feedback!"
FIVE,"The service was amazing! I love how kind and knowledgeable my server was. The vibes are great but the AYCE menu is a bit disappointing and I did not like the steamed egg which is not included in the price. It seemed a bit bland but they have good side dishes so pros and cons. I worked at a kbbq in clt so maybe it's a personal preference. I would probably try out their other menus next time instead. Definitely worth trying out if you've never had kbbq.","Thank you for your kind review! We are delighted that you enjoyed the service and the atmosphere at Seol Grille. We apologize for the disappointment in our AYCE menu and we sincerely appreciate your feedback. We hope that you will give our other menus a try on your next visit. We truly appreciate your recommendation and we look forward to seeing you again soon."
FIVE,"The service was very nice food is delicious 😋..","Thank you for your kind words! We are delighted to hear that you enjoyed your experience with us. Our team strives to ensure that each guest has a fantastic time, and we are thrilled that you found the food to be delicious. We can't wait to welcome you back soon!"
FIVE,Excellence,"Thank you so much for your kind words! We are thrilled to hear that you had a great experience with us and enjoyed our food and services. We strive to provide the best food and services to our customers and we are delighted that you were pleased. We really appreciate your support!"
FIVE,"no comment","Thank you for your wonderful 5-star rating for San Soo Kap San in Flushing! We are delighted to hear that you had an amazing experience with us and we are truly grateful for your support. We can't wait to have you back again soon!"
FIVE,"Excellent sushi and friendly service. Their special rolls are delicious, fresh and stays together without breaking apart.","Thank you for your kind words! We are delighted that you enjoyed our special rolls. We take great pride in providing the highest quality sushi and excellent customer service, so your feedback is invaluable. We hope to see you again soon!"
FIVE,"I love that they have much of what H-mart has with less than half the drive. And the 뿡어방 (fish bread like a waffle shaped like a fish with sweet red bean insideis a nice touch) was a nice touch. Having that fresh is like being in Seoul. They  have a restaurant inside. There is also a korean style pharmacy. So glad I fount it","Thank you for your kind words! We are thrilled that you had a great experience with us. We are committed to providing our customers with the highest quality Korean products and services, and we are so pleased that you enjoyed your time with us. We look forward to seeing you again soon!"
FIVE,"It was an awesome experience","Thank you for your kind words! We are delighted to hear that you enjoyed your meal and the friendly service. We strive to provide our guests with the best experience possible, so your positive review means a lot to us. We hope to have the pleasure of seeing you again soon!"
FIVE,"Amazing food, super quality! The staff are great, and very helpful, and the atmosphere is very calm and cozy. Love eating here, my go-to for Korean BBQ!","Thank you so much for your positive feedback about Iron Age Halcyon in Alpharetta! We are thrilled to hear that you appreciate our food, staff, and atmosphere. We always strive to ensure that each visit is enjoyable and memorable. We hope to see you again soon!"
FIVE,"no comment","Thank you so much for taking the time to rate Witch Topokki in Flushing with 5 stars! We really appreciate your feedback as it helps us to continue providing the best possible service. We look forward to seeing you again soon!"
FIVE,"Excellent food and fun preparing our food.","Thank you for your kind words! We are delighted that you enjoyed your experience with us and we strive to provide an enjoyable and delicious experience for all of our guests. We look forward to welcoming you back soon!"
FIVE,"Great service, minimal weight, delicious, fun vibe!","Thank you for your kind words! We are thrilled that you enjoyed our service, lightweight packaging, and delicious food. We strive to provide a fun and inviting atmosphere and are delighted that you had such a great experience. We truly appreciate your support!"
FIVE,"Heard so much about this place. No wait on a Saturday night at 7pm. Easy parking outside. Fun, loud atmosphere. There are so many choices!!! The artwork is cool. The lighting is very bright. The waiter gave us a little introduction before we started. Topokki!!!! YUM.","Thank you so much for your kind words! We are delighted to hear that you enjoyed our selection of food and flavors for the tteobokki. Providing our customers with an excellent experience is our top priority, and we are so pleased that you had a great one. We can't wait to welcome you back soon!"
FIVE,"There was a large selection of food with great flavors for the tteobokki.","Thank you so much for your kind words! We are delighted to hear that you enjoyed our selection of food and flavors for the tteobokki. Providing our customers with an excellent experience is our top priority, and we are so pleased that you had a great one. We can't wait to welcome you back soon!"
FIVE,"Fresh food and friendly staff. Staff walk you through the process if it’s your first time and can even help you cook if you need. Definitely try the beef if you come, so delicious!","Thank you for your wonderful review! We are delighted to hear that you had a great experience with us and that our staff was able to provide you with excellent customer service. We are especially pleased that you enjoyed the beef, and we look forward to seeing you again soon!"
FIVE,"Good food","Thank you so much! We are thrilled to hear that you had a great experience with us. We take great pride in providing excellent service and delicious food, and we are so glad that you enjoyed it. We hope to see you again soon!"
FIVE,"Great service","Thank you for your kind words! We are delighted that you enjoyed the food and your experience with us. We strive to provide excellent service and delicious food to all of our customers and we hope to welcome you back soon!"
FIVE,"Happily surprised to find vegetarian options. Loved the hot green tea with brown rice. My 11 year old daughter LOVED preparing her own broth and chosing the ingredients for her hot pot. We will come back.","Thank you for taking the time to leave us such a positive review! We are delighted that you and your daughter had such a great experience with us, especially with our delicious vegetarian options. We are so pleased that your daughter had a great time preparing her own broth and selecting the ingredients for her hot pot. We hope to see you both again soon!"
FIVE,"Very good food","Thank you so much for your positive review! We are delighted to hear that you enjoyed your meal and that you highly recommend us. We take great pride in providing the highest quality food and service, and we are thrilled that you experienced that. We look forward to welcoming you again soon!"
FIVE,"lovely place the flavor was nice 10/10 would recommend!","Hi Maisun Khelef, your 5-star review is so appreciated! It's our pleasure to serve you at Witch Topokki, the best Korean restaurant! We wish to be your go-to for any and all Korean food cravings you have. We hope to see you dine with us again!"
FIVE,"no comment","Thank you so much for taking the time to rate Witch Topokki in Flushing with a 5-star rating! We really appreciate your feedback and are grateful that you had a great experience. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you so much for rating Witch Topokki in Flushing with 5 stars! We are delighted to hear that you had a great experience and we truly appreciate your positive feedback. We look forward to seeing you again soon and thank you for your continued support!"
FIVE,"no comment","Thank you for your generous 5-star rating! We are so grateful for your support and we look forward to welcoming you back soon!"
FIVE,"no comment","Thank you so much for rating Witch Topokki in Flushing with a 5-star rating! Your feedback means a lot to us and we are committed to providing the best possible experience for our customers. We can't wait to see you again soon!"
FIVE,"A bit of a wait, but cute place. Organized and clean, bright and airy.  It’s not stuffed with people and tables.","Thank you for your kind words! We are delighted to hear that you enjoyed your first experience at Witch Topokki. We strive to make sure our customers have the best experience possible and are so glad that we could provide you with such a wonderful experience. We hope you will come back soon to enjoy more of our delicious ramen dishes!"
FIVE,"Great food and atmosphere.","Thank you so much! We are delighted that you had a great experience with us and appreciate your kind words. We take great pride in providing our customers with the best possible experience and are thrilled that you enjoyed our food and atmosphere. We look forward to seeing you again soon!"
FIVE,"First time, but was always fan of ramen stuff. Will not say much, but this place is definitely worth to try 👍","Thank you for your kind words! We are delighted to hear that you enjoyed your first experience at Witch Topokki. We strive to make sure our customers have the best experience possible and are so glad that we could provide you with such a wonderful experience. We hope you will come back soon to enjoy more of our delicious ramen dishes!"
FIVE,"I had an amazing experience at Witch Topokki! The food was delicious and authentically Korean. The staff was very friendly and accommodating, making sure we had everything we needed to enjoy our meal. The atmosphere was cozy and welcoming, making us feel right at home. Overall, I highly recommend Witch Topokki for anyone who loves Korean cuisine or is looking to try something new.","Thank you so much for your kind words! We are absolutely delighted that you had an amazing experience at Witch Topokki and that you enjoyed our delicious, authentic Korean cuisine. We are also thrilled to hear that our staff was friendly and accommodating, and that the atmosphere was cozy and inviting. We hope to see you again soon!"
FIVE,"I have been here before and the staffs are always friendly and the food is amazing","Thank you for your kind words! We're delighted to hear that you had a wonderful experience with us and that you enjoyed our food. We take pride in providing an inviting atmosphere and delicious food to all our customers and we look forward to seeing you again soon!"
FIVE,"This is my second time coming here and i love the food sooo much","Thank you for your generous feedback! We are thrilled to hear that you enjoyed your experience at Witch Topokki in Flushing and we appreciate your support. We look forward to welcoming you back soon!"
FIVE,"The place well organized and the food was great. Felt like i had a veriety of options from korea. Also things that werent a part of their culture was well made. It felt like they were considerate of all their foods. Great place","Hi jonas Contreras, your five-star review is very kind!  We at Witch Topokki strive incredibly hard here to make every one of your experiences enjoyable. It's our goal to be your go-to for Korean food cravings. We hope to serve you again at Witch Topokki!"
FIVE,"The setting is so nice and the workers are very kind and patient.",
FIVE,"Been here twice and the food is to die for, recommend to anyone who's looking for a good hot pot experience",
FIVE,"Great food and coffee! Friendly staff too! Highly recommend going here. We will be back.","Thank you for taking the time to leave such a positive review! We are delighted that you had a great experience with us and we look forward to welcoming you back soon!"
FIVE,"Awesome place, if you want a drink that you will love go here and let them serve you.","Thank you for your wonderful review! We are delighted that you enjoyed your drink and the service you received. We take great pride in providing an excellent experience for all of our customers and we are thrilled that you had such a positive one. We look forward to seeing you again soon!"
FIVE,"Worth the wait! Waited at the bar and the bartender was very personable and suggested great drinks. Relieved a complimentary dessert!","Thank you so much for your kind words! We are absolutely delighted that you had a great experience with us and that our bartender was so accommodating. We are also thrilled that you were able to enjoy a complimentary dessert! We hope to see you again soon."
FIVE,"no comment","Thank you for your 5-star rating of Seol Grille in Cary! We are so delighted to hear that you enjoyed your experience with us and we are grateful for your support. We look forward to welcoming you back soon. Thank you for choosing Seol Grille!"
FIVE,"The food was amazing, very authentic. We lived in Korea for 2 years and Japan for 3 years and the BBQ here took us back to those times. Amazing service, the GM Seong Song was extremely hospitable and really took care of us. We will be back many more times!","Thank you for your wonderful review! We are delighted that you enjoyed our food and that it brought back memories of your time in Korea and Japan. Our team is committed to providing the best possible hospitality and we are thrilled that Seong Song could make your experience even more enjoyable. We can't wait to welcome you back soon!"
FIVE,"Good food just bit crowded. Inside","Thank you for your review! We are delighted that you enjoyed your food. We apologize for the crowding and are taking steps to ensure all of our customers have the best experience possible. We look forward to seeing you again soon!"
FIVE,"great place if you want to eat jajamyeong and korean-chinese food! the service is amazing! would totally come again, highly recommend!","Thank you for your wonderful review! We are so pleased that you had a great experience with us and our food. We take great pride in providing the best quality service and food and we are delighted that you noticed. We hope to see you again soon!"
FIVE,"no comment","Thank you for your kind review and for taking the time to rate us 5 stars! We are so pleased to hear that you enjoyed your experience at Hainan 하이난 and we are grateful for your support. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for your 5-star rating of Iron Age Halcyon in Alpharetta! We really appreciate your feedback and are delighted to know that you had a great experience. Your kind support means a lot to us and we are grateful for it."
FIVE,"The food is awesome! Staff are really friendly","We are so grateful for your positive review! We are thrilled to hear that our food and staff were both enjoyable and helpful. We work hard to ensure our customers have the best experience possible, and it's wonderful to hear that we have achieved this for you. Thank you for your kind words!"
FIVE,"Very delicious! Super informative staff, interior decor is so aesthetically pleasing. Will def come again!","Thank you for your kind words! We are delighted that you enjoyed your experience at Witch Topokki in Flushing. We take pride in providing our customers with the best service and food, and we look forward to seeing you again soon!"
FIVE,"Nice all you can eat hot pot","Thank you for your wonderful feedback! We are delighted to hear that you had a great experience at Witch Topokki in Flushing. We take pride in providing our customers with the best possible dining experience and we are thrilled that we were able to do that for you. We look forward to seeing you again soon!"
FIVE,"Great atmosphere, appetizers and tteokbokki options! Also alcohol is 50% off for the month!","Thank you for the amazing review! We are so pleased that you enjoyed the atmosphere, appetizers, and tteokbokki options. Providing an enjoyable experience for our customers is our top priority. We are thrilled that you were able to take advantage of our 50% off alcohol promotion for the month. We look forward to seeing you again soon!"
FIVE,"Amazing service!","Thank you for choosing to dine with us!"
FIVE,"Super wide selection of rice cakes, noodles, meat, and vegetables. The sauces are very flavorful. I also enjoyed the fried appetizers section. Great service as well.","Thank you for your kind words! We are delighted to hear that you enjoyed the selection of food, sauces, and fried appetizers. We take pride in providing excellent service and are thrilled that you had a positive experience. We look forward to seeing you again soon!"
FIVE,"Good food, lots of options, very filling for a good price. The staff is also really nice","Hi 崔英杰, Thanks for the 5-star review! Food is so important to us. It makes us smile to read that you enjoyed the dining experience. It is truly our pleasure to serve you. Come by our restaurant, Witch Topokki, whenever you're hungry!"
FIVE,"Amazing food, great service, great for people with dietary restrictions","Thank you so much for your kind words and taking the time to leave us a review. We are delighted to hear that you had a great experience with us! We take great pride in providing delicious food and excellent service to all of our guests, and we are so glad that we could meet your expectations. We look forward to welcoming you back soon!"
FIVE,"no comment","Thank you for taking the time to give Witch Topokki in Flushing a 5-star rating. Your feedback is invaluable to us and we are so grateful for your support. We truly appreciate your kind words!"
FIVE,"This place has so many options and really nice to go with friends!","Dear Jemima, It's our pleasure to have served you and we're so appreciative of your kind review. We are grateful to have given you a delicious meal and dining experience at our Korean restaurant. Let us know if there is anything we can do to improve our restaurant further. Hope to see you again soon!"
FIVE,"Everything was mouthwateringly delicious. What an amazing restaurant, well worth the trip from Brooklyn!","Thank you for taking the time to leave such a wonderful review! We truly appreciate it and are so pleased that you made the trip from Brooklyn to visit us. We are delighted that you enjoyed your experience and we look forward to having you back soon!"
FIVE,"no comment","Thank you for your wonderful five-star rating for Witch Topokki in Flushing. We are delighted to hear that you had a great experience and we are so grateful for your support. We look forward to seeing you again soon!"
FIVE,"no comment",
FIVE,"It's a top notch and amazing place! Great ambiance, service, and tasty noodles!  I would recommend sesame noodles or the sweet and rose seasonings mixed with the veggie or snack noodles.",
FIVE,"Great experience. Easy for those not experienced.",
FIVE,"no comment","Thank you for taking the time to leave us a 5-star rating! We are delighted to hear that you had a great experience at Kool Bean in Newnan. Your kind words mean a lot to us and we can't wait to welcome you back soon. Thank you again!"
FIVE,"Wonderful time with family.","We are thrilled to hear that you enjoyed your meal and the service you received! We are so pleased that you had a pleasant time with your family here. We strive to provide the highest quality food and service to our guests, and we are delighted that you were satisfied with your experience. We look forward to seeing you again soon!"FIVE,"Delightful!  Great selection and friendly service.","Thank you for your kind words! We are delighted to hear that you had a positive experience with our selection and service. Our goal is to ensure that everyone leaves our store feeling satisfied, and we are so pleased that you did! We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to give Iron Age Halcyon in Alpharetta a 5-star rating! We are so grateful for your kind words and are delighted to know that you had a positive experience. Your feedback is invaluable to us and we would love to have you back soon. Thank you again!"
FIVE,"no comment","Dear Emily, Thank you for taking the time to provide feedback on your recent visit to our restaurant. We are sorry to hear that your experience did not meet your expectations. We appreciate your honest review and would like to clarify that authentic topokki typically does not include any meats except oden. We apologize for any confusion regarding the instructions and we will work to make them clearer for our customers in the future. Our all-you-can-eat topokki option comes with one shared pot, but we understand your preference for individual pans and will take your feedback into consideration. We do not offer dessert at this time, but we are glad to hear that you enjoyed the extensive selection of ramen and powder sauce options. We strive to provide a quality dining experience at a fair price and we apologize if we fell short in your case. We value your feedback and hope to have the opportunity to serve you again in the future."
FIVE,"First time coming to this place. I’d come back. The food is good and the atmosphere is also nice.","Thank you so much for your kind words! We are delighted to hear that you had an enjoyable first experience with us. We look forward to seeing you again soon!"
FIVE,"It’s good :)","Thank you for your kind words! We are delighted to hear that you had a great time at Witch Topokki in Flushing. Our team works hard to ensure that all our customers have the best experience possible and we are thrilled that you enjoyed yours. We look forward to welcoming you back soon!"
FIVE,"Server was very nice. Food was good","Thank you for your kind words! We are delighted to hear that you enjoyed your meal and that our server was friendly. We take great pride in providing the best food and service to all of our customers and we are thrilled that we could do that for you. We look forward to seeing you again soon!"
FIVE,"Its very filling!","Thank you for your kind words! We are so delighted to hear that you enjoyed our food. We strive to ensure that each dish is full of flavor and satisfies your appetite, and we truly appreciate your feedback. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for your kind words and for taking the time to give us a 5-star rating! We are thrilled to hear that you had a positive experience and we appreciate your support. We hope to see you again soon!"
FIVE,"Great self cooking topokki experience","Thank you for your kind words! We are so pleased that you enjoyed your self-cooking topokki experience at Witch Topokki. We are committed to providing all of our customers with an enjoyable and memorable experience, and we are thrilled that we were able to exceed your expectations. We hope to see you again soon!"
FIVE,"no comment","Thank you for your kind words and for giving us a 5-star rating! We are delighted to know that you had a great experience with us and we truly appreciate your support. We look forward to welcoming you back soon!"
FIVE,"Good. Local tastes","Thank you so much for your kind words! We are thrilled to hear that you enjoyed the local tastes of Korea that we have to offer. We are committed to providing the best Korean cuisine to our customers, and we are so glad that your experience was a positive one. We hope to see you again soon!"
FIVE,"our server was super nice and cooked our noodle packs separately with the flavor packets inside. great selection of broth and rice cakes and the fried chicken was amazing. i would definitely come back. :)","Thank you for your kind words! We are thrilled to hear that you had a wonderful experience with us. We always strive to create a pleasant atmosphere and serve delicious food. We hope to see you again soon!"
FIVE,"Super fresh food and super nice service! Joan was the best server I’ve ever met.","Thank you for your kind words! We are delighted that Joan was able to provide you with a fantastic experience and we are committed to providing our guests with the freshest food and the best service. We hope to welcome you back soon!"
FIVE,"Joan served us very pleasant and food was great","Thank you for the thoughtful review, Joan! We are delighted that you enjoyed your experience with us. We take great pride in providing the highest quality food and service, and we are thrilled that you had such a positive experience. We hope to see you again soon!"
FIVE,"Great experience dining at this place! Had a awesome time with family! Our server Joan was very nice and professional.","Thank you for taking the time to share your experience at I Love Sashimi with us. We are so pleased to hear that you and your family had a great time and that Joan provided you with a professional and pleasant experience. We can't wait to welcome you back soon!"
FIVE,"foods really great and sushi is really fresh. joan was such a great server. super sweet and interactive.","Thank you for your kind words! We are delighted that you enjoyed your meal and your experience with Joan. We take great pride in providing the best experience possible and we are so pleased that we were able to meet your expectations. We truly appreciate your support!"
TWO,"The service has room to be improved. Waitstaff not that friendly","We are sorry to hear that your experience with our waitstaff was not satisfactory. We take pride in providing excellent customer service and we will work hard to make sure that our waitstaff meet that standard in the future. We apologize for any inconvenience you may have experienced and we hope you will consider giving us another chance to serve you."
FIVE,"The food here is delicious! I enjoyed the quite atmosphere and the kind waiters and waitress. Feels like food from home.","Thank you so much for your kind words! We are thrilled that you enjoyed your experience with us and felt welcomed in our home-like atmosphere. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to rate Witch Topokki in Flushing with five stars. We are thrilled to hear that you enjoyed your experience and appreciate your positive feedback. Your support is greatly appreciated and we look forward to seeing you again soon!"
FIVE,"Theres a variety of food here ranging from fried foods (french fries, onion rings, dumplings, chicken), different rice cakes (pumpkin, sweet potato), ramyun (shin, jin), etc. highly recommend this place if youre looking to indulge on yummy food 🤤","Thank you for your wonderful review! We are so pleased to hear that you enjoyed our variety of food. We work hard to ensure that all of our customers have a great experience when they visit us, and we hope to see you again soon!"
FIVE,"Loved it here","Thank you so much for your kind words! We are thrilled that you enjoyed the food and service at Witch Topokki. We take pride in providing delicious food and excellent service to all of our guests and we are delighted that we were able to meet your expectations. We look forward to welcoming you back soon!"
FIVE,"Good food","Thank you so much for your positive review! We are thrilled to hear that you had a great experience with us, and that you enjoyed our food, service, and atmosphere. We strive to provide our customers with the best possible experience, and it's wonderful to hear that we have achieved that. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you so much for taking the time to rate Witch Topokki in Flushing and for giving us a 5-star rating. We really appreciate your feedback and we are committed to continuously improving our services. Your support is invaluable to us and we thank you for it."
FIVE,"So good 😊","Thank you for your wonderful review! We are delighted to hear that you had such a positive experience at Witch Topokki in Flushing. We strive to provide the best service and cuisine for our guests and are thrilled that you were satisfied. We look forward to welcoming you back soon!"
FIVE,"The food is great, and the people here are very nice.","Thank you for the wonderful feedback! We are so pleased to hear that you enjoyed our food and found our team to be friendly. It is our goal to ensure every customer has a positive experience and we are thrilled to know we achieved that for you. We can't wait to welcome you back soon!"
FIVE,"Awesome and tasty!","Thank you for your kind words! We are delighted to hear that you enjoyed our food and had a great experience. We strive to make sure our customers have the best experience possible and we look forward to seeing you again soon!"
FIVE,"Fresh and delicious sushi & seafood soup(Cod).  Sushi quality was much better than other sushi restaurants.  I loved them.","Thank you for your kind words! We're delighted to hear that you enjoyed our sushi and seafood soup. We take great pride in sourcing the freshest and highest quality ingredients to ensure our customers have the best experience possible. We hope to see you again soon!"
FIVE,"Food are good i like it, but it would be great if we could have more time to eat","Thank you for taking the time to share your feedback! We are delighted to hear that you enjoyed your meal, and we apologize that you didn't have enough time to eat. We will definitely take your feedback into account and work to provide our customers with more time to savor their meals. We appreciate you dining with us!"
FIVE,"Very nice place and good service!","Thank you for your kind words! We are so pleased to hear that you had a positive experience with us and that you enjoyed our service. We look forward to seeing you again soon!"
FIVE,"Amazing first experience! Very tasty - the most mild spice had us both sweating!","Thank you for your wonderful feedback! We are delighted that you had a great experience at Witch Topokki in Flushing. Our goal is to provide the best quality and flavor, and we are thrilled that we could meet your expectations. We hope to see you again soon!"
